Source_Name,RA,E_RA,E_RA_tot,DEC,E_DEC,E_DEC_tot,Peak_flux,E_Peak_flux,E_Peak_flux_tot,Total_flux,E_Total_flux,E_Total_flux_tot,Maj,E_Maj,Min,E_Min,PA,E_PA,Isl_rms,S_Code,Mosaic_ID,Isl_id,median_local_sigma,mean_local_sigma,Closest_prototype,Closest_prototype_x,Closest_prototype_y,Heatmap,cutout_index
ILTJ113202.67+461940.0,173.0111314251537,0.02558442521697429,0.09160386946199668,46.32778687488825,0.05511692111818348,0.10380067957521108,32.39946662252636,0.1757020509103313,6.482274963904422,97.98205240322058,0.4479304338870699,19.60152915972376,14.464684207054804,0.13287977608814985,7.8291588508232595,0.05308660801524365,103.8514901601412,0.7771085615637789,0.1757020509103313,M,P11Hetde,2498,0.000115875104,0.00012295626,11,1,1,"[18.03157234 12.43906593  9.64114761  9.52447891  8.8669138   7.43710041
  5.68435192  9.38631153 22.93187141 18.11794853 12.7772007  13.12355232
 12.40555954 10.67093658  8.2165184   6.05014992  4.31106663  4.64827585
  7.9077816  10.19568253 13.37248993 19.25012207 22.87356949 24.33584404
 10.59628105  5.40326691  3.15171242  3.50428534  5.85267925  9.86616898
 14.67091084 23.048069   30.87991905 32.47987366 10.28519058  4.23973894
  2.28802419  1.79743052  3.66760826  8.12961197 14.14542866 26.24545288
 46.93178558 57.1809082  11.33888531  2.59665871  1.38850236  0.95257616
  2.23155808  6.05733204 12.30908489 24.29106712 22.99379539 15.76077461
  3.55249643  2.63067484  1.78467464  1.16517043  1.59028709  4.18158245
  9.0745697   9.70424461  4.91852188  4.51414871  4.55776691  3.95218515
  2.96080542  2.08608532  2.25888085  4.31794977  6.57038975  4.73361397
  6.63111973  6.8314023   6.12451696  5.18288231  3.70591569  2.43302774
  3.05593085  7.60139513 16.70621109  9.53861332  9.00406265  8.35031986
  7.57860422  6.28465176  4.52246761  4.66687346 13.41618729 20.45125961
 18.30101776 10.62489986  9.87724686  9.21829414  8.46305466  7.2099247
  5.59619331 10.19762897 23.1839962  21.92749405]",316930
ILTJ112438.69+463903.6,171.16122673926358,0.23674978630134674,0.2525612151547837,46.65101635101225,0.0758525443857548,0.11614781348144475,2.920159009355101,0.07521573570556939,0.5888552899434977,9.061224252773396,0.17111130270357186,1.8203050503349336,12.88904730533209,0.557710647375346,6.375297276880902,0.17797013135840095,177.33475244761232,2.9949715436388056,0.07521573570556939,M,P11Hetde,5361,7.47023e-05,7.467031e-05,11,1,1,"[20.63560104 14.97646523 12.79956532 12.52143764 12.00523663 10.65880013
  8.86529541 12.14517212 25.64421272 20.69804955 15.677145   16.98407173
 15.97534752 13.90893364 11.48946285  9.16803265  7.3695755   7.19279099
  9.47820282 11.50560951 16.64237213 24.22648239 27.07533646 27.32399368
 13.10211372  7.34546471  5.41497278  5.16767502  6.87309837 10.23590279
 17.67632294 27.56882477 35.41165924 36.13409424 12.30993176  4.97906494
  2.98429632  3.17237473  4.92028236  9.36426926 16.41060257 30.01271057
 51.45032501 61.60655975 13.38996029  3.08058548  1.7859292   1.34669077
  2.99702024  7.62171125 13.99134064 27.37028313 26.58077049 18.48992538
  5.1795764   3.57504249  2.12923908  1.2015636   1.83246017  5.11569309
 10.16503525 11.77526855  7.20935059  5.85849667  6.05737114  5.15963888
  3.70961666  2.81617498  2.82540178  5.12806082  8.34458923  6.66059494
  8.61497688  9.02638245  8.27434921  6.95709515  5.34656715  4.04043627
  4.55109119  9.12985611 19.26302338 12.38168526 11.65135574 10.83309555
 10.22824001  8.51798439  6.71698713  6.9979043  15.79232216 22.88255119
 21.01862526 13.46334648 12.69709969 12.04180717 11.2633667   9.99221802
  8.35812569 12.94466972 25.78155136 24.64862251]",319499
ILTJ112419.98+473653.1,171.0832539322525,0.048572865664336086,0.10047899962466393,47.61475958796782,0.1402588062096642,0.16555735805480745,4.782244102179941,0.06244146061362699,0.9584848888307822,16.258513554585818,0.16926462579023938,3.2561051938980627,14.295868145437698,0.3324540968328013,6.914597996079958,0.10791118774417577,81.98409770080815,1.6508878389317778,0.06244146061362699,M,P11Hetde,5435,6.2438136e-05,6.2437415e-05,11,1,1,"[23.74918747 18.07937241 16.54396248 16.69566727 16.06538391 14.44684029
 12.13843346 14.96754932 28.54401779 23.65542412 17.27575684 19.05773163
 18.90102959 17.44545364 15.13324261 12.43401337 10.11593246  9.46108913
 11.52062988 12.78581715 16.53890991 24.61620331 28.77421761 30.13961983
 16.2258606  10.39534187  7.67594004  6.90954685  7.69511509 10.46348
 16.33409309 26.44843292 35.32881927 37.41262817 14.6906929   7.63743448
  4.9115715   3.92332935  4.62549257  8.30484295 13.74157238 27.3456707
 49.27112198 60.60345459 14.98329353  5.47824383  3.3021822   1.73843217
  2.17288351  5.68716908 11.11621475 23.95497131 24.52840233 19.07100677
  7.7524085   6.13551712  3.99769163  2.06652689  1.50166273  3.59035087
  8.3510437  10.22863579  8.05951309  8.66639328  9.4238863   8.05064201
  6.01542997  4.23581696  3.19369221  4.44142246  9.08772659  8.74146271
 12.06703758 12.88131523 11.74192619 10.09040833  7.94699764  6.10164404
  5.91033363  9.80087948 21.96782303 16.03302002 15.91526031 15.01398468
 13.80242634 12.05308819  9.8635807   9.59153748 18.13422394 25.26077271
 24.02370644 17.14700699 17.02374649 16.21313286 15.28907013 13.76891327
 11.71116829 15.94190502 28.8259182  27.57078934]",319562
ILTJ112946.01+462830.1,172.44170755746535,0.12288731582512966,0.15112246185604816,46.47504079425991,0.07120942751094594,0.11317017563459132,6.655750946590423,0.08549838821636513,1.3338930995057925,21.984267357363613,0.2260321901192928,4.4026595372083746,13.390722869806744,0.3107410118554944,7.3752666480761775,0.12368410816154735,156.51213845378894,1.9508115908371937,0.08549838821636513,M,P11Hetde,3464,8.535268e-05,8.5414205e-05,11,1,1,"[21.38442421 15.73044586 13.93697643 14.06147957 13.3691349  11.74663925
  9.63175392 12.57139397 26.17245483 21.34591293 15.76451874 17.44537354
 16.90175629 14.93858147 12.46230507  9.98662186  7.85641193  7.40543365
  9.69886971 11.41508675 16.12133598 23.8237114  27.28842163 28.00898552
 13.75393391  8.18256474  5.74115705  5.31564379  6.50321198  9.81389809
 16.70652008 26.53230858 34.6961441  36.00967407 12.70690727  5.72744656
  3.43249917  2.90854859  4.26058292  8.574296   14.71381664 28.0376339
 49.37945175 59.93199539 13.48705864  3.7279079   1.94858623  1.05494642
  2.24523044  6.35324478 11.79188442 24.5598259  24.5084095  18.04546356
  5.78532124  4.18294907  2.44175768  1.07802558  1.13270915  3.77783775
  8.12010765 10.10164738  7.21248913  6.79531622  7.11742496  5.79386234
  4.09498549  2.71091127  2.1040802   3.76499987  7.68855572  7.00844765
  9.78898239 10.27906132  9.18807602  7.70616961  5.85550785  4.22020626
  4.23093367  8.36051941 19.62517548 13.33606339 13.16964722 12.33403206
 11.30226517  9.61319542  7.51712418  7.40656424 15.94592857 23.0717392
 21.64089966 14.49083519 14.28783131 13.5914669  12.75573826 11.22291374
  9.22963524 13.48848057 26.36795998 25.17681503]",317844
ILTJ112515.30+522424.0,171.31374851610633,0.04856357907336953,0.09719014875683604,52.40668903036208,0.08790972229285278,0.12171944411870687,11.494303189865592,0.09945301280822604,2.3010108940591323,37.487113918462,0.2603987537086509,7.501943475417748,14.468334618590742,0.22072821329282447,7.661269175681539,0.08491591518953334,66.93052744628893,1.2481408748423175,0.09945301280822604,M,P12Hetde,5842,7.586903e-05,7.842823e-05,11,1,1,"[18.60086441 13.27371597 11.39421082 11.39010143 10.6044426   8.95480442
  6.76071739 10.00331593 23.48726082 18.60845184 13.46000481 14.67143822
 13.96841621 12.19109535  9.83206749  7.41173315  4.99874496  4.44591236
  7.21078873  9.26656723 14.21435547 21.24846649 23.9413414  24.82095718
 11.63888168  6.38519287  3.45065403  2.76430702  4.29278946  8.03495216
 14.42082214 23.85904694 31.74559975 32.74703217 10.92753887  4.71773624
  2.22905898  1.20598292  2.58366799  6.76186895 12.75565434 25.72768974
 46.62477875 57.07129669 11.7533884   3.01902246  1.39354932  0.50885016
  1.44906735  4.98013449 10.47591972 22.88092232 22.52759171 16.19810486
  4.48819351  3.37742209  2.059551    0.88975489  0.84664309  2.99507499
  7.17588902  8.82438946  5.68429089  5.29978848  5.81766844  4.8275919
  3.40229249  1.93581867  1.51453972  2.97851801  6.10626984  5.32699299
  7.93083096  8.43612385  7.51015568  6.22750187  4.31927967  2.52163363
  2.85590434  7.05007696 17.30899811 11.04018021 10.96430206 10.15577698
  9.16632652  7.54631376  5.42654514  5.37512302 13.91453552 20.81350136
 18.9272747  12.04584408 11.88304996 11.10332298 10.17789459  8.70780945
  6.78219128 11.14628124 23.83219719 22.50281143]",313741
ILTJ112209.23+521903.5,170.53845452358962,0.7308396526035484,0.7356725505417719,52.31764707747853,0.3781533010207818,0.38741118062837904,0.6076258071329426,0.061649239796679474,0.1362680946783468,2.549450757876724,0.17268613816467127,0.5383386192609221,14.694825342361064,1.920506855759416,4.586069821110167,0.25775978255303705,151.7942746978735,5.046526601793924,0.061649239796679474,M,P12Hetde,6811,6.168967e-05,6.1834435e-05,11,1,1,"[20.03160095 14.69313431 12.9503603  12.94708157 12.53356457 11.35788345
  9.93580627 12.95239449 24.65010262 19.90610695 13.71012688 14.6253891
 14.99185181 14.14097881 11.7899704   9.7654438   8.6353302   8.77880478
 10.14268494 10.59980679 13.03074837 19.63991928 24.1331768  25.69176865
 13.55660057  8.43890572  6.9777813   7.37010527  7.92688465  9.28180695
 14.04911613 23.21222687 31.53874779 33.6550827  12.98091793  6.83738279
  5.64428854  4.94192505  5.38045216  8.13347816 13.3222847  26.6954689
 47.47924805 57.33183289 13.99154377  5.53100681  4.34806919  3.5220952
  3.82741642  6.44090748 13.06078911 25.08478928 24.00038528 17.6635437
  6.91767883  6.22166634  5.10911465  4.06405067  4.05713081  6.02516937
 11.36903667 11.30693722  6.86397839  6.79886198  8.02722168  7.55109787
  6.67776823  5.88782787  5.9485569   7.65718699  9.33729458  7.12271929
  9.04226685 10.03030777  9.7310524   9.03524303  7.84582424  6.84323788
  6.96194744 10.77660751 19.23430252 12.71051788 12.07210732 11.66163445
 11.27225876 10.23376465  8.7591362   8.67023945 16.16054916 22.81562042
 20.4547596  13.53042126 12.92194557 12.56043625 12.09351921 11.13091183
  9.68564224 13.39824963 24.61904716 23.85651779]",314441
ILTJ112607.56+510858.8,171.53148787949038,0.16197047453924293,0.1825429769271556,51.14968273377031,0.05350539479910417,0.09975134623436673,4.249486369501814,0.06608715193578972,0.8524628366294055,13.65958291564532,0.17159460007826086,2.737300298460437,15.277889691660825,0.3851785180709679,6.887305435863464,0.11396047373252112,170.8017777600729,1.6828708902332699,0.06608715193578972,M,P12Hetde,5590,6.5957385e-05,6.613135e-05,11,1,1,"[17.24157715 12.19316483 10.37575912 10.29503822  9.60976982  8.13482094
  6.38937855  9.75650978 22.38609695 17.09574127 12.77709579 13.49710274
 12.76257324 11.14373207  8.75591469  6.57331657  4.95205975  5.06780767
  8.15347767  9.52632904 13.9982605  19.84190369 22.62937546 23.85213089
 11.11967278  5.62366343  3.63290215  4.84847116  5.84751415  9.85502052
 14.97097969 23.41975784 30.70885086 31.67458344 10.53010941  4.31093025
  3.67478681  2.33946848  4.0293746   8.7500267  14.14450645 27.01808548
 47.2569046  56.41178131 11.51074505  3.03705812  2.02524567  1.63405395
  2.89236951  6.52335072 13.14830589 25.8836956  24.25218773 16.05979919
  4.39104462  3.64310408  2.85911798  2.1854496   2.65010262  5.23766136
 10.39514542 11.09549141  6.14238119  5.50193119  6.38634205  5.14247227
  4.13029575  3.2826767   3.57884216  5.76112175  6.33044815  5.17535782
  7.62707806  8.27171516  7.27691698  6.20998478  4.71667719  3.53941488
  4.25147629  8.11812592 13.53474522  9.5929718  10.05303764  9.36918449
  9.03209114  7.13162613  5.4528656   5.59097052 13.95625687 17.7530632
 15.50731277 11.02060318 10.76876068 10.13882828  9.36734486  8.04996681
  6.3921175  10.87271309 22.48849487 19.83833313]",313553
ILTJ114601.10+490049.8,176.5045947228904,0.1214018127465092,0.1920036561078045,49.01383789146296,0.11547995960267235,0.18831522745242996,3.958548316163296,0.06709303852403536,0.7945474603032587,12.415933643261926,0.1478621071119963,2.487585080369098,13.510287822609724,0.3736434499656131,6.803331423832373,0.12675173164927145,44.572754931251716,2.022882193232275,0.06709303852403536,M,P14Hetde,326,6.713191e-05,6.7271925e-05,11,1,1,"[19.04155731 13.38948631 10.56332588 10.40623856  9.70629692  8.22363472
  6.29589319  9.95306778 24.00924301 19.10639954 14.56972885 15.47644424
 14.15715313 11.660326    9.13571262  6.82889223  4.79597425  4.79661989
  8.03203964 10.55658913 16.524683   22.95404053 25.49595451 25.86101913
 11.56414604  6.00303602  3.44721341  3.33062506  5.53371096  9.88101196
 17.13811302 26.69641304 34.15920258 34.75071335 11.25467873  4.4705267
  2.19062853  1.72104037  3.74297333  8.67561722 15.42520142 29.30886841
 50.49734879 59.96808243 12.34955692  2.61484575  1.15806162  0.67474478
  2.25797224  6.66526985 12.91646767 26.37759399 25.52080154 17.63454056
  4.06036663  2.65216565  1.4887991   0.69258207  1.23791814  4.21973133
  8.99591446 10.88407421  6.46627522  4.86861563  4.92786026  4.00956345
  2.69265461  1.65151989  1.7103188   3.93556643  6.88658762  5.42456913
  7.26442242  7.50158215  6.61831713  5.37199068  3.67694259  2.29048228
  2.94964075  7.72249842 17.59653854 10.445261    9.9661274   9.14817429
  8.03694344  6.65512705  4.75975895  4.95112753 14.06818295 21.28024864
 19.28503036 11.61403084 10.88534832 10.08890915  9.18332577  7.81685925
  6.11630392 10.9056263  24.23105049 22.84389496]",306203
ILTJ113030.57+501648.2,172.6273800436339,0.15285513887533245,0.2132878273629856,50.28005799044664,0.050992273130190266,0.15724889741937625,5.048981526263168,0.08151464135153219,1.0130810504873429,13.97021900392764,0.17945206115316648,2.7998006720050905,14.22605507375403,0.3676288416412687,6.087501168074353,0.09396298507019502,10.564700725707883,1.5313004879642935,0.08151464135153219,M,P14Hetde,4782,8.133516e-05,8.110598e-05,11,1,1,"[16.8092308  11.48304749  9.12804794  9.01977253  8.42474937  7.08585167
  5.34188271  8.78663826 19.87784195 16.35120392 12.21196175 13.68090057
 12.49298954  9.84794712  7.79284954  5.72951555  3.92283249  3.73941135
  6.5287261   8.41537189 13.87437344 21.12845993 23.64398575 22.85505295
  9.34991932  4.91229153  2.69310999  2.52834225  4.10291767  7.78898335
 15.20266056 25.1332016  33.14001846 32.88080597  9.45140553  3.62786508
  1.78348911  1.29175949  2.91076136  7.35328674 14.80220604 29.1649971
 50.64560699 59.44451904 11.25021648  2.33261442  1.24833107  0.92733586
  2.32075667  6.35302687 14.06799889 27.75828552 25.89923477 17.3974762
  3.65459728  2.67019463  1.91103768  1.43010998  2.17564631  5.20302439
 10.96984386 11.78917503  6.13920403  4.12823009  4.48784447  3.91572762
  3.09693289  2.56996441  3.17531729  5.74970531  7.26053143  5.00036287
  6.23986816  6.63517189  6.00575638  5.08248615  3.81366873  2.71946049
  3.64376545  8.47313499 16.17542458  9.20126343  8.67756081  8.02258778
  7.28433704  6.0771842   4.44752121  4.63019371 12.9511137  19.97793198
 17.21355057 10.02556515  9.42274189  8.78768444  8.04573059  6.91019917
  5.39192915  9.25330734 21.52916145 20.72525215]",309925
ILTJ113439.20+494520.3,173.66331686037626,0.03715886583174376,0.1533224873608797,49.755648035117176,0.016317239276848458,0.14964376404729834,26.54311899589811,0.09392677748110144,5.309454668866123,94.78806263221308,0.2922741989244121,18.959865424366566,14.542247268947824,0.08876706025893705,7.851651602203968,0.035404838987106765,168.6554865888383,0.5157192486143108,0.09392677748110144,M,P14Hetde,3742,8.470586e-05,8.550595e-05,11,1,1,"[25.08005524 19.2742691  17.5794239  17.77360535 17.07178879 15.30690289
 12.8738327  15.90095043 29.60843658 24.85916901 18.10319138 19.76913071
 19.80868912 18.53642273 16.0407486  13.08698273 10.70337582 10.2522068
 12.58577347 13.66601849 16.41928864 24.65278625 29.45865631 31.19739151
 17.03414917 11.05039406  8.15660286  7.62453938  8.68379593 10.74668121
 15.885396   25.98141289 35.21097183 37.82910156 15.20256233  8.26839447
  5.36323071  4.19641399  4.90913773  8.26698017 13.21223736 26.10050583
 47.94560242 59.98383331 15.10403442  5.97414923  3.60802221  1.79067159
  2.02714777  5.42495632 10.15607071 22.41598511 23.58302879 18.8600235
  8.15740967  6.63943195  4.38743019  2.26135159  1.38021755  3.1251235
  7.54016447  9.48842335  8.15064526  9.44168091 10.10719967  8.75793934
  6.60741234  4.54350185  3.16432595  4.02287149  9.1931963   9.17485809
 12.92116928 13.70389748 12.57307434 10.92320347  8.67541122  6.58942413
  6.12292194  9.754673   22.84613609 16.95891953 16.78499222 15.92551422
 14.82339859 13.00102711 10.57817364 10.22728348 18.80299568 25.99178886
 25.16546631 18.22341919 17.99352646 17.21572113 16.30422401 14.68268871
 12.50523853 16.77880478 29.8300705  28.66830826]",309103
